user_id,nickname,registration_date,country_id,permalink,status_site_status,ts_local
2476374579,PURESHOWEROFICIAL,2025-06-04T20:12:27.350-04:00,BR,http://perfil.mercadolivre.com.br/PURESHOWEROFICIAL,active,2025-10-16T01:32:44
