country_id,nickname,permalink,registration_date,status_site_status,ts_local,user_id
BR,PURESHOWEROFICIAL,http://perfil.mercadolivre.com.br/PURESHOWEROFICIAL,2025-06-04T20:12:27.350-04:00,active,2025-10-15T18:09:46,2476374579
