clicks, prints, cost  , cpc , direct_amount, indirect_amount, total_amount, direct_units_quantity, indirect_units_quantity, units_quantity, direct_items_quantity, indirect_items_quantity, advertising_items_quantity, organic_units_quantity, organic_items_quantity, acos  , organic_units_amount, sov   , ctr , cvr  , roas , date      , raw_json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , advertiser_id, site_id, campaign_id, campaign_name, status
   150,  34328, 222.0 , 1.48,       1622.9 ,           57.9 ,      1680.8 ,                     3,                       1,              4,                     3,                       1,                          4,                      1,                      1,  13.21,                697.0,  80.0 , 0.44,  2.67,  7.57, 2025-08-02, "{""clicks"": 150, ""prints"": 34328, ""cost"": 222.0, ""cpc"": 1.48, ""direct_amount"": 1622.9, ""indirect_amount"": 57.9, ""total_amount"": 1680.8, ""direct_units_quantity"": 3, ""indirect_units_quantity"": 1, ""units_quantity"": 4, ""direct_items_quantity"": 3, ""indirect_items_quantity"": 1, ""advertising_items_quantity"": 4, ""organic_units_quantity"": 1, ""organic_items_quantity"": 1, ""acos"": 13.21, ""organic_units_amount"": 697.0, ""sov"": 80.0, ""ctr"": 0.44, ""cvr"": 2.67, ""roas"": 7.57, ""date"": ""2025-08-02""}"          ,              ,        ,            ,              , 
    96,  14735, 222.0 , 2.31,       1290.0 ,          423.9 ,      1713.9 ,                     4,                       2,              6,                     3,                       2,                          5,                     10,                      8,  12.95,               5320.0,  38.46, 0.65,  6.25,  7.72, 2025-08-03, "{""clicks"": 96, ""prints"": 14735, ""cost"": 222.0, ""cpc"": 2.31, ""direct_amount"": 1290.0, ""indirect_amount"": 423.9, ""total_amount"": 1713.9, ""direct_units_quantity"": 4, ""indirect_units_quantity"": 2, ""units_quantity"": 6, ""direct_items_quantity"": 3, ""indirect_items_quantity"": 2, ""advertising_items_quantity"": 5, ""organic_units_quantity"": 10, ""organic_items_quantity"": 8, ""acos"": 12.95, ""organic_units_amount"": 5320.0, ""sov"": 38.46, ""ctr"": 0.65, ""cvr"": 6.25, ""roas"": 7.72, ""date"": ""2025-08-03""}"       ,              ,        ,            ,              , 
    86,  65870, 222.0 , 2.58,        891.0 ,            0.0 ,       891.0 ,                     3,                       0,              3,                     3,                       0,                          3,                      1,                      1,  24.92,                297.0,  75.0 , 0.13,  3.49,  4.01, 2025-08-04, "{""clicks"": 86, ""prints"": 65870, ""cost"": 222.0, ""cpc"": 2.58, ""direct_amount"": 891.0, ""indirect_amount"": 0.0, ""total_amount"": 891.0, ""direct_units_quantity"": 3, ""indirect_units_quantity"": 0, ""units_quantity"": 3, ""direct_items_quantity"": 3, ""indirect_items_quantity"": 0, ""advertising_items_quantity"": 3, ""organic_units_quantity"": 1, ""organic_items_quantity"": 1, ""acos"": 24.92, ""organic_units_amount"": 297.0, ""sov"": 75.0, ""ctr"": 0.13, ""cvr"": 3.49, ""roas"": 4.01, ""date"": ""2025-08-04""}"              ,              ,        ,            ,              , 
    66,  37964, 222.0 , 3.36,        297.0 ,            0.0 ,       297.0 ,                     1,                       0,              1,                     1,                       0,                          1,                      1,                      1,  74.75,                297.0,  50.0 , 0.17,  1.52,  1.34, 2025-08-05, "{""clicks"": 66, ""prints"": 37964, ""cost"": 222.0, ""cpc"": 3.36, ""direct_amount"": 297.0, ""indirect_amount"": 0.0, ""total_amount"": 297.0, ""direct_units_quantity"": 1, ""indirect_units_quantity"": 0, ""units_quantity"": 1, ""direct_items_quantity"": 1, ""indirect_items_quantity"": 0, ""advertising_items_quantity"": 1, ""organic_units_quantity"": 1, ""organic_items_quantity"": 1, ""acos"": 74.75, ""organic_units_amount"": 297.0, ""sov"": 50.0, ""ctr"": 0.17, ""cvr"": 1.52, ""roas"": 1.34, ""date"": ""2025-08-05""}"              ,              ,        ,            ,              , 
   133,  34044, 405.58, 3.05,        697.0 ,            0.0 ,       697.0 ,                     1,                       0,              1,                     1,                       0,                          1,                      2,                      2,  58.19,                994.0,  33.33, 0.39,  0.75,  1.72, 2025-08-06, "{""clicks"": 133, ""prints"": 34044, ""cost"": 405.58, ""cpc"": 3.05, ""direct_amount"": 697.0, ""indirect_amount"": 0.0, ""total_amount"": 697.0, ""direct_units_quantity"": 1, ""indirect_units_quantity"": 0, ""units_quantity"": 1, ""direct_items_quantity"": 1, ""indirect_items_quantity"": 0, ""advertising_items_quantity"": 1, ""organic_units_quantity"": 2, ""organic_items_quantity"": 2, ""acos"": 58.19, ""organic_units_amount"": 994.0, ""sov"": 33.33, ""ctr"": 0.39, ""cvr"": 0.75, ""roas"": 1.72, ""date"": ""2025-08-06""}"           ,              ,        ,            ,              , 
   184,  94119, 410.7 , 2.23,       3131.7 ,            0.0 ,      3131.7 ,                     6,                       0,              6,                     3,                       0,                          3,                      6,                      6,  13.11,               1904.0,  33.33, 0.2 ,  3.26,  7.63, 2025-08-07, "{""clicks"": 184, ""prints"": 94119, ""cost"": 410.7, ""cpc"": 2.23, ""direct_amount"": 3131.7, ""indirect_amount"": 0.0, ""total_amount"": 3131.7, ""direct_units_quantity"": 6, ""indirect_units_quantity"": 0, ""units_quantity"": 6, ""direct_items_quantity"": 3, ""indirect_items_quantity"": 0, ""advertising_items_quantity"": 3, ""organic_units_quantity"": 6, ""organic_items_quantity"": 6, ""acos"": 13.11, ""organic_units_amount"": 1904.0, ""sov"": 33.33, ""ctr"": 0.2, ""cvr"": 3.26, ""roas"": 7.63, ""date"": ""2025-08-07""}"          ,              ,        ,            ,              , 
   180, 112743, 410.7 , 2.28,        697.0 ,            0.0 ,       697.0 ,                     1,                       0,              1,                     1,                       0,                          1,                      3,                      3,  58.92,                591.0,  25.0 , 0.16,  0.56,  1.7 , 2025-08-08, "{""clicks"": 180, ""prints"": 112743, ""cost"": 410.7, ""cpc"": 2.28, ""direct_amount"": 697.0, ""indirect_amount"": 0.0, ""total_amount"": 697.0, ""direct_units_quantity"": 1, ""indirect_units_quantity"": 0, ""units_quantity"": 1, ""direct_items_quantity"": 1, ""indirect_items_quantity"": 0, ""advertising_items_quantity"": 1, ""organic_units_quantity"": 3, ""organic_items_quantity"": 3, ""acos"": 58.92, ""organic_units_amount"": 591.0, ""sov"": 25.0, ""ctr"": 0.16, ""cvr"": 0.56, ""roas"": 1.7, ""date"": ""2025-08-08""}"             ,              ,        ,            ,              , 
   150,  58789, 221.94, 1.48,       1988.0 ,            0.0 ,      1988.0 ,                     4,                       0,              4,                     4,                       0,                          4,                      3,                      3,  11.16,                551.0,  57.14, 0.26,  2.67,  8.96, 2025-08-09, "{""clicks"": 150, ""prints"": 58789, ""cost"": 221.94, ""cpc"": 1.48, ""direct_amount"": 1988.0, ""indirect_amount"": 0.0, ""total_amount"": 1988.0, ""direct_units_quantity"": 4, ""indirect_units_quantity"": 0, ""units_quantity"": 4, ""direct_items_quantity"": 4, ""indirect_items_quantity"": 0, ""advertising_items_quantity"": 4, ""organic_units_quantity"": 3, ""organic_items_quantity"": 3, ""acos"": 11.16, ""organic_units_amount"": 551.0, ""sov"": 57.14, ""ctr"": 0.26, ""cvr"": 2.67, ""roas"": 8.96, ""date"": ""2025-08-09""}"         ,              ,        ,            ,              , 
   261,  60166, 299.28, 1.15,       1188.0 ,            0.0 ,      1188.0 ,                     4,                       0,              4,                     4,                       0,                          4,                      0,                      0,  25.19,                  0.0, 100.0 , 0.43,  1.53,  3.97, 2025-08-10, "{""clicks"": 261, ""prints"": 60166, ""cost"": 299.28, ""cpc"": 1.15, ""direct_amount"": 1188.0, ""indirect_amount"": 0.0, ""total_amount"": 1188.0, ""direct_units_quantity"": 4, ""indirect_units_quantity"": 0, ""units_quantity"": 4, ""direct_items_quantity"": 4, ""indirect_items_quantity"": 0, ""advertising_items_quantity"": 4, ""organic_units_quantity"": 0, ""organic_items_quantity"": 0, ""acos"": 25.19, ""organic_units_amount"": 0.0, ""sov"": 100.0, ""ctr"": 0.43, ""cvr"": 1.53, ""roas"": 3.97, ""date"": ""2025-08-10""}"           ,              ,        ,            ,              , 
   303,  75236, 399.49, 1.32,       1790.0 ,         1051.9 ,      2841.9 ,                     4,                       3,              7,                     4,                       3,                          7,                      2,                      2,  14.06,               1394.0,  77.78, 0.4 ,  2.31,  7.11, 2025-08-11, "{""clicks"": 303, ""prints"": 75236, ""cost"": 399.49, ""cpc"": 1.32, ""direct_amount"": 1790.0, ""indirect_amount"": 1051.9, ""total_amount"": 2841.9, ""direct_units_quantity"": 4, ""indirect_units_quantity"": 3, ""units_quantity"": 7, ""direct_items_quantity"": 4, ""indirect_items_quantity"": 3, ""advertising_items_quantity"": 7, ""organic_units_quantity"": 2, ""organic_items_quantity"": 2, ""acos"": 14.06, ""organic_units_amount"": 1394.0, ""sov"": 77.78, ""ctr"": 0.4, ""cvr"": 2.31, ""roas"": 7.11, ""date"": ""2025-08-11""}"      ,              ,        ,            ,              , 
   125,  57959, 328.0 , 2.62,        756.0 ,          197.0 ,       953.0 ,                     4,                       1,              5,                     3,                       1,                          4,                      1,                      1,  34.42,                127.0,  80.0 , 0.22,  4.0 ,  2.91, 2025-08-12, "{""clicks"": 125, ""prints"": 57959, ""cost"": 328.0, ""cpc"": 2.62, ""direct_amount"": 756.0, ""indirect_amount"": 197.0, ""total_amount"": 953.0, ""direct_units_quantity"": 4, ""indirect_units_quantity"": 1, ""units_quantity"": 5, ""direct_items_quantity"": 3, ""indirect_items_quantity"": 1, ""advertising_items_quantity"": 4, ""organic_units_quantity"": 1, ""organic_items_quantity"": 1, ""acos"": 34.42, ""organic_units_amount"": 127.0, ""sov"": 80.0, ""ctr"": 0.22, ""cvr"": 4.0, ""roas"": 2.91, ""date"": ""2025-08-12""}"            ,              ,        ,            ,              , 
   167, 139383, 237.84, 1.42,       2685.0 ,            0.0 ,      2685.0 ,                     5,                       0,              5,                     4,                       0,                          4,                      5,                      2,   8.86,               2915.0,  66.67, 0.12,  2.99, 11.29, 2025-08-13, "{""clicks"": 167, ""prints"": 139383, ""cost"": 237.84, ""cpc"": 1.42, ""direct_amount"": 2685.0, ""indirect_amount"": 0.0, ""total_amount"": 2685.0, ""direct_units_quantity"": 5, ""indirect_units_quantity"": 0, ""units_quantity"": 5, ""direct_items_quantity"": 4, ""indirect_items_quantity"": 0, ""advertising_items_quantity"": 4, ""organic_units_quantity"": 5, ""organic_items_quantity"": 2, ""acos"": 8.86, ""organic_units_amount"": 2915.0, ""sov"": 66.67, ""ctr"": 0.12, ""cvr"": 2.99, ""roas"": 11.29, ""date"": ""2025-08-13""}"       ,              ,        ,            ,              , 
   149,  81003, 246.68, 1.66,          0.0 ,          697.0 ,       697.0 ,                     0,                       1,              1,                     0,                       1,                          1,                      1,                      1,  35.39,                697.0,  50.0 , 0.18,  0.67,  2.83, 2025-08-14, "{""clicks"": 149, ""prints"": 81003, ""cost"": 246.68, ""cpc"": 1.66, ""direct_amount"": 0.0, ""indirect_amount"": 697.0, ""total_amount"": 697.0, ""direct_units_quantity"": 0, ""indirect_units_quantity"": 1, ""units_quantity"": 1, ""direct_items_quantity"": 0, ""indirect_items_quantity"": 1, ""advertising_items_quantity"": 1, ""organic_units_quantity"": 1, ""organic_items_quantity"": 1, ""acos"": 35.39, ""organic_units_amount"": 697.0, ""sov"": 50.0, ""ctr"": 0.18, ""cvr"": 0.67, ""roas"": 2.83, ""date"": ""2025-08-14""}"            ,              ,        ,            ,              , 
   102,  48468, 145.7 , 1.43,       2478.0 ,          697.0 ,      3175.0 ,                     5,                       1,              6,                     5,                       1,                          6,                      6,                      6,   4.59,               1833.0,  50.0 , 0.21,  5.88, 21.79, 2025-08-15, "{""clicks"": 102, ""prints"": 48468, ""cost"": 145.7, ""cpc"": 1.43, ""direct_amount"": 2478.0, ""indirect_amount"": 697.0, ""total_amount"": 3175.0, ""direct_units_quantity"": 5, ""indirect_units_quantity"": 1, ""units_quantity"": 6, ""direct_items_quantity"": 5, ""indirect_items_quantity"": 1, ""advertising_items_quantity"": 6, ""organic_units_quantity"": 6, ""organic_items_quantity"": 6, ""acos"": 4.59, ""organic_units_amount"": 1833.0, ""sov"": 50.0, ""ctr"": 0.21, ""cvr"": 5.88, ""roas"": 21.79, ""date"": ""2025-08-15""}"        ,              ,        ,            ,              , 
    85,  47096, 123.13, 1.45,          0.0 ,          994.0 ,       994.0 ,                     0,                       2,              2,                     0,                       2,                          2,                      1,                      1,  12.39,                148.0,  66.67, 0.18,  2.35,  8.07, 2025-08-16, "{""clicks"": 85, ""prints"": 47096, ""cost"": 123.13, ""cpc"": 1.45, ""direct_amount"": 0.0, ""indirect_amount"": 994.0, ""total_amount"": 994.0, ""direct_units_quantity"": 0, ""indirect_units_quantity"": 2, ""units_quantity"": 2, ""direct_items_quantity"": 0, ""indirect_items_quantity"": 2, ""advertising_items_quantity"": 2, ""organic_units_quantity"": 1, ""organic_items_quantity"": 1, ""acos"": 12.39, ""organic_units_amount"": 148.0, ""sov"": 66.67, ""ctr"": 0.18, ""cvr"": 2.35, ""roas"": 8.07, ""date"": ""2025-08-16""}"            ,              ,        ,            ,              , 
   145,  52071, 205.07, 1.41,        297.0 ,          697.0 ,       994.0 ,                     1,                       1,              2,                     1,                       1,                          2,                      3,                      2,  20.63,                593.0,  50.0 , 0.28,  1.38,  4.85, 2025-08-17, "{""clicks"": 145, ""prints"": 52071, ""cost"": 205.07, ""cpc"": 1.41, ""direct_amount"": 297.0, ""indirect_amount"": 697.0, ""total_amount"": 994.0, ""direct_units_quantity"": 1, ""indirect_units_quantity"": 1, ""units_quantity"": 2, ""direct_items_quantity"": 1, ""indirect_items_quantity"": 1, ""advertising_items_quantity"": 2, ""organic_units_quantity"": 3, ""organic_items_quantity"": 2, ""acos"": 20.63, ""organic_units_amount"": 593.0, ""sov"": 50.0, ""ctr"": 0.28, ""cvr"": 1.38, ""roas"": 4.85, ""date"": ""2025-08-17""}"          ,              ,        ,            ,              , 
   329,  70446, 348.81, 1.06,       1938.0 ,         1401.8 ,      3339.8 ,                     4,                       4,              8,                     3,                       4,                          7,                      1,                      1,  10.44,                197.0,  87.5 , 0.47,  2.43,  9.57, 2025-08-18, "{""clicks"": 329, ""prints"": 70446, ""cost"": 348.81, ""cpc"": 1.06, ""direct_amount"": 1938.0, ""indirect_amount"": 1401.8, ""total_amount"": 3339.8, ""direct_units_quantity"": 4, ""indirect_units_quantity"": 4, ""units_quantity"": 8, ""direct_items_quantity"": 3, ""indirect_items_quantity"": 4, ""advertising_items_quantity"": 7, ""organic_units_quantity"": 1, ""organic_items_quantity"": 1, ""acos"": 10.44, ""organic_units_amount"": 197.0, ""sov"": 87.5, ""ctr"": 0.47, ""cvr"": 2.43, ""roas"": 9.57, ""date"": ""2025-08-18""}"       ,              ,        ,            ,              , 
   257,  98051, 380.27, 1.48,       1475.0 ,          277.0 ,      1752.0 ,                     5,                       1,              6,                     3,                       1,                          4,                      2,                      2,  21.7 ,                894.0,  66.67, 0.26,  2.33,  4.61, 2025-08-19, "{""clicks"": 257, ""prints"": 98051, ""cost"": 380.27, ""cpc"": 1.48, ""direct_amount"": 1475.0, ""indirect_amount"": 277.0, ""total_amount"": 1752.0, ""direct_units_quantity"": 5, ""indirect_units_quantity"": 1, ""units_quantity"": 6, ""direct_items_quantity"": 3, ""indirect_items_quantity"": 1, ""advertising_items_quantity"": 4, ""organic_units_quantity"": 2, ""organic_items_quantity"": 2, ""acos"": 21.7, ""organic_units_amount"": 894.0, ""sov"": 66.67, ""ctr"": 0.26, ""cvr"": 2.33, ""roas"": 4.61, ""date"": ""2025-08-19""}"        ,              ,        ,            ,              , 
   167,  72197, 280.48, 1.68,        891.0 ,          944.0 ,      1835.0 ,                     3,                       2,              5,                     3,                       2,                          5,                      1,                      1,  15.29,                197.0,  83.33, 0.23,  2.99,  6.54, 2025-08-20, "{""clicks"": 167, ""prints"": 72197, ""cost"": 280.48, ""cpc"": 1.68, ""direct_amount"": 891.0, ""indirect_amount"": 944.0, ""total_amount"": 1835.0, ""direct_units_quantity"": 3, ""indirect_units_quantity"": 2, ""units_quantity"": 5, ""direct_items_quantity"": 3, ""indirect_items_quantity"": 2, ""advertising_items_quantity"": 5, ""organic_units_quantity"": 1, ""organic_items_quantity"": 1, ""acos"": 15.29, ""organic_units_amount"": 197.0, ""sov"": 83.33, ""ctr"": 0.23, ""cvr"": 2.99, ""roas"": 6.54, ""date"": ""2025-08-20""}"        ,              ,        ,            ,              , 
   118,  28970, 218.43, 1.85,          0.0 ,         1091.0 ,      1091.0 ,                     0,                       3,              3,                     0,                       3,                          3,                      1,                      1,  20.02,                499.0,  75.0 , 0.41,  2.54,  4.99, 2025-08-21, "{""clicks"": 118, ""prints"": 28970, ""cost"": 218.43, ""cpc"": 1.85, ""direct_amount"": 0.0, ""indirect_amount"": 1091.0, ""total_amount"": 1091.0, ""direct_units_quantity"": 0, ""indirect_units_quantity"": 3, ""units_quantity"": 3, ""direct_items_quantity"": 0, ""indirect_items_quantity"": 3, ""advertising_items_quantity"": 3, ""organic_units_quantity"": 1, ""organic_items_quantity"": 1, ""acos"": 20.02, ""organic_units_amount"": 499.0, ""sov"": 75.0, ""ctr"": 0.41, ""cvr"": 2.54, ""roas"": 4.99, ""date"": ""2025-08-21""}"          ,              ,        ,            ,              , 
   117,  27214, 252.36, 2.16,        697.0 ,          697.0 ,      1394.0 ,                     1,                       1,              2,                     1,                       1,                          2,                      1,                      1,  18.1 ,                297.0,  66.67, 0.43,  1.71,  5.52, 2025-08-22, "{""clicks"": 117, ""prints"": 27214, ""cost"": 252.36, ""cpc"": 2.16, ""direct_amount"": 697.0, ""indirect_amount"": 697.0, ""total_amount"": 1394.0, ""direct_units_quantity"": 1, ""indirect_units_quantity"": 1, ""units_quantity"": 2, ""direct_items_quantity"": 1, ""indirect_items_quantity"": 1, ""advertising_items_quantity"": 2, ""organic_units_quantity"": 1, ""organic_items_quantity"": 1, ""acos"": 18.1, ""organic_units_amount"": 297.0, ""sov"": 66.67, ""ctr"": 0.43, ""cvr"": 1.71, ""roas"": 5.52, ""date"": ""2025-08-22""}"         ,              ,        ,            ,              , 
   129,  29641, 247.06, 1.92,          0.0 ,          197.0 ,       197.0 ,                     0,                       1,              1,                     0,                       1,                          1,                      3,                      3, 125.41,                542.0,  25.0 , 0.44,  0.78,  0.8 , 2025-08-23, "{""clicks"": 129, ""prints"": 29641, ""cost"": 247.06, ""cpc"": 1.92, ""direct_amount"": 0.0, ""indirect_amount"": 197.0, ""total_amount"": 197.0, ""direct_units_quantity"": 0, ""indirect_units_quantity"": 1, ""units_quantity"": 1, ""direct_items_quantity"": 0, ""indirect_items_quantity"": 1, ""advertising_items_quantity"": 1, ""organic_units_quantity"": 3, ""organic_items_quantity"": 3, ""acos"": 125.41, ""organic_units_amount"": 542.0, ""sov"": 25.0, ""ctr"": 0.44, ""cvr"": 0.78, ""roas"": 0.8, ""date"": ""2025-08-23""}"            ,              ,        ,            ,              , 
   317,  37847, 433.0 , 1.37,        740.7 ,            0.0 ,       740.7 ,                     4,                       0,              4,                     3,                       0,                          3,                      3,                      3,  58.46,               1191.0,  50.0 , 0.84,  1.26,  1.71, 2025-08-24, "{""clicks"": 317, ""prints"": 37847, ""cost"": 433.0, ""cpc"": 1.37, ""direct_amount"": 740.7, ""indirect_amount"": 0.0, ""total_amount"": 740.7, ""direct_units_quantity"": 4, ""indirect_units_quantity"": 0, ""units_quantity"": 4, ""direct_items_quantity"": 3, ""indirect_items_quantity"": 0, ""advertising_items_quantity"": 3, ""organic_units_quantity"": 3, ""organic_items_quantity"": 3, ""acos"": 58.46, ""organic_units_amount"": 1191.0, ""sov"": 50.0, ""ctr"": 0.84, ""cvr"": 1.26, ""roas"": 1.71, ""date"": ""2025-08-24""}"            ,              ,        ,            ,              , 
   194,  35156, 263.0 , 1.36,        197.0 ,          197.0 ,       394.0 ,                     1,                       1,              2,                     1,                       1,                          2,                      6,                      3,  66.75,               3382.0,  40.0 , 0.55,  1.03,  1.5 , 2025-08-25, "{""clicks"": 194, ""prints"": 35156, ""cost"": 263.0, ""cpc"": 1.36, ""direct_amount"": 197.0, ""indirect_amount"": 197.0, ""total_amount"": 394.0, ""direct_units_quantity"": 1, ""indirect_units_quantity"": 1, ""units_quantity"": 2, ""direct_items_quantity"": 1, ""indirect_items_quantity"": 1, ""advertising_items_quantity"": 2, ""organic_units_quantity"": 6, ""organic_items_quantity"": 3, ""acos"": 66.75, ""organic_units_amount"": 3382.0, ""sov"": 40.0, ""ctr"": 0.55, ""cvr"": 1.03, ""roas"": 1.5, ""date"": ""2025-08-25""}"           ,              ,        ,            ,              , 
   153,  32241, 263.0 , 1.72,        891.0 ,          297.0 ,      1188.0 ,                     3,                       1,              4,                     3,                       1,                          4,                      4,                      3,  22.14,                750.0,  57.14, 0.47,  2.61,  4.52, 2025-08-26, "{""clicks"": 153, ""prints"": 32241, ""cost"": 263.0, ""cpc"": 1.72, ""direct_amount"": 891.0, ""indirect_amount"": 297.0, ""total_amount"": 1188.0, ""direct_units_quantity"": 3, ""indirect_units_quantity"": 1, ""units_quantity"": 4, ""direct_items_quantity"": 3, ""indirect_items_quantity"": 1, ""advertising_items_quantity"": 4, ""organic_units_quantity"": 4, ""organic_items_quantity"": 3, ""acos"": 22.14, ""organic_units_amount"": 750.0, ""sov"": 57.14, ""ctr"": 0.47, ""cvr"": 2.61, ""roas"": 4.52, ""date"": ""2025-08-26""}"         ,              ,        ,            ,              , 
   173,  29784, 263.0 , 1.52,       1490.0 ,          697.0 ,      2187.0 ,                     4,                       1,              5,                     4,                       1,                          5,                      0,                      0,  12.03,                  0.0, 100.0 , 0.58,  2.89,  8.32, 2025-08-27, "{""clicks"": 173, ""prints"": 29784, ""cost"": 263.0, ""cpc"": 1.52, ""direct_amount"": 1490.0, ""indirect_amount"": 697.0, ""total_amount"": 2187.0, ""direct_units_quantity"": 4, ""indirect_units_quantity"": 1, ""units_quantity"": 5, ""direct_items_quantity"": 4, ""indirect_items_quantity"": 1, ""advertising_items_quantity"": 5, ""organic_units_quantity"": 0, ""organic_items_quantity"": 0, ""acos"": 12.03, ""organic_units_amount"": 0.0, ""sov"": 100.0, ""ctr"": 0.58, ""cvr"": 2.89, ""roas"": 8.32, ""date"": ""2025-08-27""}"          ,              ,        ,            ,              , 
   162,  27615, 248.46, 1.53,        297.0 ,            0.0 ,       297.0 ,                     1,                       0,              1,                     1,                       0,                          1,                      1,                      1,  83.66,                697.0,  50.0 , 0.59,  0.62,  1.2 , 2025-08-28, "{""clicks"": 162, ""prints"": 27615, ""cost"": 248.46, ""cpc"": 1.53, ""direct_amount"": 297.0, ""indirect_amount"": 0.0, ""total_amount"": 297.0, ""direct_units_quantity"": 1, ""indirect_units_quantity"": 0, ""units_quantity"": 1, ""direct_items_quantity"": 1, ""indirect_items_quantity"": 0, ""advertising_items_quantity"": 1, ""organic_units_quantity"": 1, ""organic_items_quantity"": 1, ""acos"": 83.66, ""organic_units_amount"": 697.0, ""sov"": 50.0, ""ctr"": 0.59, ""cvr"": 0.62, ""roas"": 1.2, ""date"": ""2025-08-28""}"             ,              ,        ,            ,              , 
    70,  21416, 103.64, 1.48,        994.0 ,            0.0 ,       994.0 ,                     2,                       0,              2,                     2,                       0,                          2,                      1,                      1,  10.43,                148.0,  66.67, 0.33,  2.86,  9.59, 2025-08-29, "{""clicks"": 70, ""prints"": 21416, ""cost"": 103.64, ""cpc"": 1.48, ""direct_amount"": 994.0, ""indirect_amount"": 0.0, ""total_amount"": 994.0, ""direct_units_quantity"": 2, ""indirect_units_quantity"": 0, ""units_quantity"": 2, ""direct_items_quantity"": 2, ""indirect_items_quantity"": 0, ""advertising_items_quantity"": 2, ""organic_units_quantity"": 1, ""organic_items_quantity"": 1, ""acos"": 10.43, ""organic_units_amount"": 148.0, ""sov"": 66.67, ""ctr"": 0.33, ""cvr"": 2.86, ""roas"": 9.59, ""date"": ""2025-08-29""}"            ,              ,        ,            ,              , 
    75,  18429, 115.71, 1.54,          0.0 ,          197.0 ,       197.0 ,                     0,                       1,              1,                     0,                       1,                          1,                      0,                      0,  58.74,                  0.0, 100.0 , 0.41,  1.33,  1.7 , 2025-08-30, "{""clicks"": 75, ""prints"": 18429, ""cost"": 115.71, ""cpc"": 1.54, ""direct_amount"": 0.0, ""indirect_amount"": 197.0, ""total_amount"": 197.0, ""direct_units_quantity"": 0, ""indirect_units_quantity"": 1, ""units_quantity"": 1, ""direct_items_quantity"": 0, ""indirect_items_quantity"": 1, ""advertising_items_quantity"": 1, ""organic_units_quantity"": 0, ""organic_items_quantity"": 0, ""acos"": 58.74, ""organic_units_amount"": 0.0, ""sov"": 100.0, ""ctr"": 0.41, ""cvr"": 1.33, ""roas"": 1.7, ""date"": ""2025-08-30""}"               ,              ,        ,            ,              , 
    53,  18242,  79.11, 1.49,        592.8 ,            0.0 ,       592.8 ,                     3,                       0,              3,                     2,                       0,                          2,                      2,                      2,  13.35,                994.0,  50.0 , 0.29,  5.66,  7.49, 2025-08-31, "{""clicks"": 53, ""prints"": 18242, ""cost"": 79.11, ""cpc"": 1.49, ""direct_amount"": 592.8, ""indirect_amount"": 0.0, ""total_amount"": 592.8, ""direct_units_quantity"": 3, ""indirect_units_quantity"": 0, ""units_quantity"": 3, ""direct_items_quantity"": 2, ""indirect_items_quantity"": 0, ""advertising_items_quantity"": 2, ""organic_units_quantity"": 2, ""organic_items_quantity"": 2, ""acos"": 13.35, ""organic_units_amount"": 994.0, ""sov"": 50.0, ""ctr"": 0.29, ""cvr"": 5.66, ""roas"": 7.49, ""date"": ""2025-08-31""}"              ,              ,        ,            ,              , 
    49,  25451,  56.11, 1.15,        691.0 ,         1090.0 ,      1781.0 ,                     3,                       1,              4,                     3,                       1,                          4,                      3,                      3,   3.15,               1073.0,  57.14, 0.19,  8.16, 31.74, 2025-09-01, "{""clicks"": 49, ""prints"": 25451, ""cost"": 56.11, ""cpc"": 1.15, ""direct_amount"": 691.0, ""indirect_amount"": 1090.0, ""total_amount"": 1781.0, ""direct_units_quantity"": 3, ""indirect_units_quantity"": 1, ""units_quantity"": 4, ""direct_items_quantity"": 3, ""indirect_items_quantity"": 1, ""advertising_items_quantity"": 4, ""organic_units_quantity"": 3, ""organic_items_quantity"": 3, ""acos"": 3.15, ""organic_units_amount"": 1073.0, ""sov"": 57.14, ""ctr"": 0.19, ""cvr"": 8.16, ""roas"": 31.74, ""date"": ""2025-09-01""}"        ,              ,        ,            ,              , 
   161,  33432, 215.96, 1.34,       1888.0 ,         1344.0 ,      3232.0 ,                     4,                       2,              6,                     4,                       2,                          6,                      6,                      5,   6.68,               2442.0,  54.55, 0.48,  3.73, 14.97, 2025-09-02, "{""clicks"": 161, ""prints"": 33432, ""cost"": 215.96, ""cpc"": 1.34, ""direct_amount"": 1888.0, ""indirect_amount"": 1344.0, ""total_amount"": 3232.0, ""direct_units_quantity"": 4, ""indirect_units_quantity"": 2, ""units_quantity"": 6, ""direct_items_quantity"": 4, ""indirect_items_quantity"": 2, ""advertising_items_quantity"": 6, ""organic_units_quantity"": 6, ""organic_items_quantity"": 5, ""acos"": 6.68, ""organic_units_amount"": 2442.0, ""sov"": 54.55, ""ctr"": 0.48, ""cvr"": 3.73, ""roas"": 14.97, ""date"": ""2025-09-02""}"     ,              ,        ,            ,              , 
