item_id      , campaign_id, ad_group_id, price  , price_usd, title                                                                              , status, has_discount, catalog_listing, logistic_type, listing_type_id, domain_id                   , date_created        , buy_box_winner, tags_0, channel    , official_store_id, advertiser_id, original_advertiser_id, brand_value_id, brand_value_name, condition, current_level, deferred_stock, thumbnail                                                     , permalink                                                                                                                                 , recommended, image_quality         , status_raw, family_id       , family_name                                                       , user_product_id, user_product_name                                                     , _key         , _key_type
MLB5731463166,   353235970,  1122400263,  746.9 ,       0.0, Chuveiro De Parade Ducha Pure Shower Select Black Acabamento Fosco Cor Preto       , hold  , False       , True           , fulfillment  , gold_pro       , MLB-SHOWER_HEADS            , 2025-09-22T13:25:05Z, True          , sll   , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_608018-MLA89630185551_082025-I.jpg, https://produto.mercadolivre.com.br/MLB-5731463166-chuveiro-de-parade-ducha-pure-shower-select-black-acabamento-fosco-cor-preto-_JM       , True       , unknown               , S         , 3996891670160543, Chuveiro De Parede Ducha Com Filtro Pure Shower Select            , MLBU3344695741 , Chuveiro De Parede Ducha Com Filtro Pure Shower Select Preto          , MLB5731463166, item_id
MLB5664469892,   353235970,   969895673,   80.85,       0.0, Refil De Esferas Minerais Para Ducha Pure Shower                                   , active, False       , True           , fulfillment  , gold_pro       , MLB-SHOWER_HEADS            , 2025-09-03T23:35:37Z, True          ,       , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_979942-MLU74390718573_022024-I.jpg, https://produto.mercadolivre.com.br/MLB-5664469892-refil-de-esferas-minerais-para-ducha-pure-shower-_JM                                   , False      , unknown               , A         , 1094755526497315, Refil De Esferas Minerais Para Ducha Pure Shower                  , MLBU3252717801 , Refil De Esferas Minerais Para Ducha Pure Shower Cinza                , MLB5664469892, item_id
MLB5579539486,   353235970,   969895673,  101.85,       0.0, Refil De Esferas Minerais Para Ducha New Pure Shower Dourado-escuro                , hold  , False       , False          , fulfillment  , gold_pro       , MLB-SHOWER_HEADS            , 2025-08-14T13:14:28Z, False         ,       , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_702429-MLB89728094002_082025-I.jpg, https://produto.mercadolivre.com.br/MLB-5579539486-refil-de-esferas-minerais-para-ducha-new-pure-shower-dourado-escuro-_JM                , False      , good_quality_thumbnail, Y         , 5982965380534795, Refil De Esferas Minerais Para Ducha New Pure Shower              , MLBU3358730029 , Refil De Esferas Minerais Para Ducha New Pure Shower Dourado-escuro   , MLB5579539486, item_id
MLB5556025886,   353235970,   969895683,  197.0 ,       0.0, Ducha Pet Shop Pure Shower Pet Acabamento Polido Cor Prateado                      , hold  , False       , True           , xd_drop_off  , gold_pro       , MLB-SHOWER_HEADS            , 2025-08-08T12:02:47Z, False         ,       , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_945481-MLU74143218735_012024-I.jpg, https://produto.mercadolivre.com.br/MLB-5556025886-ducha-pet-shop-pure-shower-pet-acabamento-polido-cor-prateado-_JM                      , False      , unknown               , S         , 5766312940064206, Ducha Pet Shop Pure Shower Pet Acabamento Polido Cor Prateado     , MLBU3252729959 , Ducha Pet Shop Pure Shower Pet Acabamento Polido Cor Prateado         , MLB5556025886, item_id
MLB5555832180,   353235970,   969895680,  157.0 ,       0.0, Ducha Pet Para Banho E Tosa Pure Shower Pet Shop Standard                          , hold  , False       , True           , fulfillment  , gold_pro       , MLB-SHOWER_HEADS            , 2025-08-08T12:00:47Z, True          , sll   , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_807562-MLU74128458571_012024-I.jpg, https://produto.mercadolivre.com.br/MLB-5555832180-ducha-pet-para-banho-e-tosa-pure-shower-pet-shop-standard-_JM                          , True       , unknown               , S         , 5460530129851224, Ducha Pet Para Banho E Tosa Pure Shower Pet Shop Standard         , MLBU3346741285 , Ducha Pet Para Banho E Tosa Pure Shower Pet Shop Standard             , MLB5555832180, item_id
MLB5551881482,   353235970,  1122817356,  297.0 ,       0.0, Ducha New Pure Shower Lavatório Profissional De Salão Cromado                      , active, False       , False          , fulfillment  , gold_pro       , MLB-SHOWER_HEADS            , 2025-08-07T17:27:57Z, False         , sll   , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_867542-MLB89298649598_082025-I.jpg, https://produto.mercadolivre.com.br/MLB-5551881482-ducha-new-pure-shower-lavatorio-profissional-de-salo-cromado-_JM                       , True       , good_quality_thumbnail, A         , 1786636339424286, Ducha New Pure Shower Lavatório Profissional De Salão             , MLBU3351057572 , Ducha New Pure Shower Lavatório Profissional De Salão Cromado         , MLB5551881482, item_id
MLB5551879968,   353235970,   969895685,  784.35,       0.0, Pure Shower Chuveiro Elétrico 7500w Cor Branco                                     , active, False       , True           , fulfillment  , gold_pro       , MLB-ELECTRIC_SHOWER_HEADS   , 2025-08-07T17:13:05Z, True          , sll   , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_730095-MLA95370976807_102025-I.jpg, https://produto.mercadolivre.com.br/MLB-5551879968-pure-shower-chuveiro-eletrico-7500w-cor-branco-_JM                                     , True       , unknown               , A         ,  115574730714450, Pure Shower Chuveiro Elétrico 7500w Cor Branco                    , MLBU3351027288 , Pure Shower Chuveiro Elétrico 7500w Cor Branco                        , MLB5551879968, item_id
MLB5551854584,   353235970,   969895685,  697.0 ,       0.0, Chuveiro Elétrico Pure Shower 5500w Cor Branco                                     , hold  , False       , True           , drop_off     , gold_pro       , MLB-ELECTRIC_SHOWER_HEADS   , 2025-08-07T17:18:52Z, False         ,       , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , unknown      , False         , http://http2.mlstatic.com/D_601496-MLU73470800120_122023-I.jpg, https://produto.mercadolivre.com.br/MLB-5551854584-chuveiro-eletrico-pure-shower-5500w-cor-branco-_JM                                     , False      , unknown               , S         , 6836186575372632, Chuveiro Elétrico Pure Shower 5500w Cor Branco                    , MLBU3345031393 , Chuveiro Elétrico Pure Shower 5500w Cor Branco                        , MLB5551854584, item_id
MLB5551413274,   353235970,   991473819,  697.0 ,       0.0, Chuveiro Elétrico Pure Shower Anti-cloro Com Filtro Cor Branco Potência 7.5 Kw     , hold  , False       , True           , drop_off     , gold_pro       , MLB-ELECTRIC_SHOWER_HEADS   , 2025-08-07T14:27:49Z, False         ,       , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_734688-MLA87358215062_072025-I.jpg, https://produto.mercadolivre.com.br/MLB-5551413274-chuveiro-eletrico-pure-shower-anti-cloro-com-filtro-cor-branco-potncia-75-kw-_JM       , False      , unknown               , S         , 4517925741704747, Chuveiro Elétrico Pure Shower Anti-cloro Com Filtro               , MLBU3313515217 , Chuveiro Elétrico Pure Shower Anti-cloro Com Filtro Branco 7.5 Kw     , MLB5551413274, item_id
MLB5551222432,   353235970,  1122400263,  746.9 ,       0.0, Chuveiro De Parede Ducha Com Filtro Pure Shower Select Preto                       , hold  , False       , False          , fulfillment  , gold_pro       , MLB-SHOWER_HEADS            , 2025-08-07T14:47:34Z, False         ,       , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_708496-MLB89278967994_082025-I.jpg, https://produto.mercadolivre.com.br/MLB-5551222432-chuveiro-de-parede-ducha-com-filtro-pure-shower-select-preto-_JM                       , False      , good_quality_thumbnail, Y         , 3996891670160543, Chuveiro De Parede Ducha Com Filtro Pure Shower Select            , MLBU3344695741 , Chuveiro De Parede Ducha Com Filtro Pure Shower Select Preto          , MLB5551222432, item_id
MLB5550898752,   353235970,  1121891193,  889.35,       0.0, Ducha Chuveiro De Parade Pure Shower Select Chrome Acabamento Escovado Cor Prateado, active, False       , True           , fulfillment  , gold_pro       , MLB-SHOWER_HEADS            , 2025-08-07T12:25:29Z, True          ,       , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_919225-MLA89632869187_082025-I.jpg, https://produto.mercadolivre.com.br/MLB-5550898752-ducha-chuveiro-de-parade-pure-shower-select-chrome-acabamento-escovado-cor-prateado-_JM, False      , unknown               , A         , 5520657156675989, Ducha Chuveiro De Parade Pure Shower Select Chrome                , MLBU3256409718 , Ducha Chuveiro De Parade Pure Shower Select Chrome Prateado Escovado  , MLB5550898752, item_id
MLB5541422742,   353235970,   991473819,  697.0 ,       0.0, Chuveiro Elétrico Pure Shower Anti-cloro Com Filtro 220v Cor Branco Potência 5.5 Kw, hold  , False       , True           , fulfillment  , gold_pro       , MLB-ELECTRIC_SHOWER_HEADS   , 2025-08-05T20:09:50Z, False         ,       , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_676717-MLA89581266046_082025-I.jpg, https://produto.mercadolivre.com.br/MLB-5541422742-chuveiro-eletrico-pure-shower-anti-cloro-com-filtro-220v-cor-branco-potncia-55-kw-_JM  , False      , unknown               , S         ,  236909840786852,                                                                   , MLBU3256475088 , Chuveiro Elétrico Pure Shower Anti-cloro Com Filtro 220v              , MLB5541422742, item_id
MLB5528362076,   353235970,   969895685,  784.35,       0.0, Chuveiro Elétrico Pure Shower 5500w Cor Branco                                     , hold  , False       , True           , fulfillment  , gold_pro       , MLB-ELECTRIC_SHOWER_HEADS   , 2025-07-29T19:26:34Z, False         , sll   , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , yellow       , False         , http://http2.mlstatic.com/D_601496-MLU73470800120_122023-I.jpg, https://produto.mercadolivre.com.br/MLB-5528362076-chuveiro-eletrico-pure-shower-5500w-cor-branco-_JM                                     , True       , unknown               , S         , 4517925741704747, Chuveiro Elétrico Pure Shower Anti-cloro Com Filtro               , MLBU3313518897 , Chuveiro Elétrico Pure Shower Anti-cloro Com Filtro Branco 5.5 Kw     , MLB5528362076, item_id
MLB5514445684,   353235970,   991473819,  697.0 ,       0.0, Chuveiro Elétrico Pure Shower Anti-cloro Com Filtro Branco 7.5 Kw                  , hold  , False       , False          , drop_off     , gold_pro       , MLB-ELECTRIC_SHOWER_HEADS   , 2025-07-22T20:06:36Z, False         ,       , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_812172-MLB86611832425_062025-I.jpg, https://produto.mercadolivre.com.br/MLB-5514445684-chuveiro-eletrico-pure-shower-anti-cloro-com-filtro-branco-75-kw-_JM                   , False      , good_quality_thumbnail, Y         , 4517925741704747, Chuveiro Elétrico Pure Shower Anti-cloro Com Filtro               , MLBU3313515217 , Chuveiro Elétrico Pure Shower Anti-cloro Com Filtro Branco 7.5 Kw     , MLB5514445684, item_id
MLB5506789606,   353235970,   969895680,  227.0 ,       0.0, Ducha Pure Shower Pet Kit Completo Mangueira E Suporte Cor Prateado                , active, False       , True           , fulfillment  , gold_pro       , MLB-SHOWER_HEADS            , 2025-07-18T12:15:37Z, True          , sll   , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_919788-MLA88129886151_072025-I.jpg, https://produto.mercadolivre.com.br/MLB-5506789606-ducha-pure-shower-pet-kit-completo-mangueira-e-suporte-cor-prateado-_JM                , True       , unknown               , A         ,  420187993482749, Ducha Pure Shower Pet Kit Completo Mangueira E Suporte            , MLBU3267534720 , Ducha Pure Shower Pet Kit Completo Mangueira E Suporte Prateado       , MLB5506789606, item_id
MLB5506605632,   353235970,   971790886,  154.35,       0.0, Refil Filtro Para Chuveiro Eletronic Pure Shower Cor Dourado-escuro                , active, False       , True           , fulfillment  , gold_pro       , MLB-SHOWER_HEADS            , 2025-07-18T12:18:30Z, True          , sll   , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_746862-MLA88129659965_072025-I.jpg, https://produto.mercadolivre.com.br/MLB-5506605632-refil-filtro-para-chuveiro-eletronic-pure-shower-cor-dourado-escuro-_JM                , True       , unknown               , A         , 8705758253632787, Refil Filtro Para Chuveiro Eletronic Pure Shower                  , MLBU3252262847 , Refil Filtro Para Chuveiro Eletronic Pure Shower Dourado-escuro       , MLB5506605632, item_id
MLB5505620560,   353235970,   994512243,  353.85,       0.0, Pure Filter Filtro 4 Estágios Com Esferas Pure Shower Cor Prateado                 , active, False       , True           , fulfillment  , gold_pro       , MLB-SHOWER_HEADS            , 2025-07-18T03:48:34Z, True          , sll   , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_942759-MLA95249889425_102025-I.jpg, https://produto.mercadolivre.com.br/MLB-5505620560-pure-filter-filtro-4-estagios-com-esferas-pure-shower-cor-prateado-_JM                 , True       , unknown               , A         , 7189117073220291,                                                                   , MLBU3229725167 , Pure Filter Filtro 4 Estágios Com Esferas Pure Shower                 , MLB5505620560, item_id
MLB5504830724,   353235970,  1002973403,   29.9 ,       0.0, Presilha Grampos Clips De Cabelo Pure Color Grips Cor Preto                        , active, False       , True           , fulfillment  , gold_pro       , MLB-HAIRDRESSING_CLIPS      , 2025-07-17T23:07:29Z, True          ,       , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_731843-MLA88125937397_072025-I.jpg, https://produto.mercadolivre.com.br/MLB-5504830724-presilha-grampos-clips-de-cabelo-pure-color-grips-cor-preto-_JM                        , False      , unknown               , A         , 8677726870474575, Presilha Grampos Clips De Cabelo Pure Color Grips                 , MLBU3229630571 , Presilha Grampos Clips De Cabelo Pure Color Grips Preto               , MLB5504830724, item_id
MLB5504379546,   353235970,  1001891263,  277.0 ,       0.0, Ducha Salão Pure Shower Pro Com Mangueira E Acabamento Cor Prateado                , active, False       , True           , fulfillment  , gold_pro       , MLB-SHOWER_HEADS            , 2025-07-17T18:21:02Z, True          ,       , marketplace,            185624,        731958,                 731958,       25159656, Pur Shower      , new      , green        , False         , http://http2.mlstatic.com/D_992012-MLU72529111203_102023-I.jpg, https://produto.mercadolivre.com.br/MLB-5504379546-ducha-salo-pure-shower-pro-com-mangueira-e-acabamento-cor-prateado-_JM                 , False      , unknown               , A         , 4839544482110470, Ducha Salão Pure Shower Pro Com Mangueira E Acabamento            , MLBU3235205990 , Ducha Salão Pure Shower Pro Com Mangueira E Acabamento Prateado       , MLB5504379546, item_id
MLB5492148162,   353235970,   993561164,  499.0 ,       0.0, Garrafa Água Ionizante Pure Health Hidrogênio Molecular Cor Transparente           , active, False       , True           , fulfillment  , gold_pro       , MLB-SPORT_AND_BAZAAR_BOTTLES, 2025-07-12T04:10:54Z, True          ,       , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_808715-MLA87745195009_072025-I.jpg, https://produto.mercadolivre.com.br/MLB-5492148162-garrafa-agua-ionizante-pure-health-hidrognio-molecular-cor-transparente-_JM            , False      , unknown               , A         , 1349403887703450, Garrafa Água Ionizante Pure Health Hidrogênio Molecular           , MLBU3250812205 , Garrafa Água Ionizante Pure Health Hidrogênio Molecular Transparente  , MLB5492148162, item_id
MLB5490625674,   353235970,   991473819,  784.35,       0.0, Chuveiro Elétrico Pure Shower Anti-cloro Com Filtro Cor Branco Potência 7.5 Kw     , active, False       , True           , fulfillment  , gold_pro       , MLB-ELECTRIC_SHOWER_HEADS   , 2025-07-11T10:25:52Z, True          , sll   , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , yellow       , False         , http://http2.mlstatic.com/D_720018-MLA95357848051_102025-I.jpg, https://produto.mercadolivre.com.br/MLB-5490625674-chuveiro-eletrico-pure-shower-anti-cloro-com-filtro-cor-branco-potncia-75-kw-_JM       , True       , unknown               , A         ,  236909840786852,                                                                   , MLBU3256471486 , Chuveiro Elétrico Pure Shower Anti-cloro Com Filtro 220v              , MLB5490625674, item_id
MLB5483922756,   353235970,   986558922,   57.9 ,       0.0, Resistência Para Ducha Chuveiro Pure Shower Eletronic                              , hold  , False       , False          , fulfillment  , gold_pro       , MLB-ELECTRIC_SHOWER_HEADS   , 2025-07-08T15:02:49Z, False         , sll   , marketplace,            185624,        731958,                 731958,       13510552, Pure Shower     , new      , green        , False         , http://http2.mlstatic.com/D_852134-MLB94536770423_102025-I.jpg, https://produto.mercadolivre.com.br/MLB-5483922756-resistncia-para-ducha-chuveiro-pure-shower-eletronic-_JM                               , True       , good_quality_thumbnail, S         ,                 ,                                                                   ,                ,                                                                       , MLB5483922756, item_id
